event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
San Diego Challenger Cup,SinglesFree,Daniel Smith,United States,,,Jessica  Garcia,United States,,,0.0,2020-03-15T01:00:00,2,0,24,8,12,2,12,6,0,0
San Diego Challenger Cup,SinglesFree,Zaven  Ruvalcaba,United States,,,Nunno Pacano,Brazil,,,0.0,2020-03-15T01:00:00,0,2,12,24,9,12,3,12,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Thiago Lusardi,Brazil,,,0.0,2020-03-15T01:00:00,2,0,24,3,12,2,12,1,0,0
San Diego Challenger Cup,SinglesFree,Michael Ruecktenwald,United States,,,Daniel Gaspar,Brazil,,,0.0,2020-03-15T01:00:00,0,2,14,24,7,12,7,12,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Michael Ruecktenwald,United States,,,0.0,2020-03-15T01:00:00,2,0,24,6,12,5,12,1,0,0
San Diego Challenger Cup,SinglesFree,Daniel Gaspar,Brazil,,,Carlos Gonzalez,United States,,,0.0,2020-03-15T01:00:00,2,0,24,13,12,7,12,6,0,0
San Diego Challenger Cup,SinglesFree,Michael Ruecktenwald,United States,,,Thiago Lusardi,Brazil,,,0.0,2020-03-15T01:00:00,0,2,10,24,7,12,3,12,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Carlos Gonzalez,United States,,,0.0,2020-03-15T01:00:00,2,0,24,4,12,2,12,2,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Daniel Gaspar,Brazil,,,0.0,2020-03-15T01:00:00,2,0,24,9,12,3,12,6,0,0
San Diego Challenger Cup,SinglesFree,Thiago Lusardi,Brazil,,,Carlos Gonzalez,United States,,,0.0,2020-03-15T01:00:00,0,2,12,24,4,12,8,12,0,0
San Diego Challenger Cup,SinglesFree,Thiago Lusardi,Brazil,,,Daniel Gaspar,Brazil,,,0.0,2020-03-15T01:00:00,0,2,16,24,5,12,11,12,0,0
San Diego Challenger Cup,SinglesFree,Michael Ruecktenwald,United States,,,Carlos Gonzalez,United States,,,0.0,2020-03-15T01:00:00,0,2,14,24,4,12,10,12,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Jose Retiz,United States,,,0.0,2020-03-15T01:00:00,2,0,24,6,12,2,12,4,0,0
San Diego Challenger Cup,SinglesFree,Raphael  Pacano,Brazil,,,Federico  Verlicchi,Italy,,,0.0,2020-03-15T01:00:00,1,2,26,35,12,11,10,12,4,12
San Diego Challenger Cup,SinglesFree,Jose Retiz,United States,,,Brett Lorenzini,United States,,,0.0,2020-03-15T01:00:00,2,0,24,9,12,4,12,5,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Jay  Vasquez,Nigeria,,,0.0,2020-03-15T01:00:00,2,0,24,3,12,3,12,0,0,0
San Diego Challenger Cup,SinglesFree,Jose Retiz,United States,,,Federico  Verlicchi,Italy,,,0.0,2020-03-15T01:00:00,2,0,24,13,12,9,12,4,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Brett Lorenzini,United States,,,0.0,2020-03-15T01:00:00,2,0,24,12,12,5,12,7,0,0
San Diego Challenger Cup,SinglesFree,Jay  Vasquez,Nigeria,,,Raphael  Pacano,Brazil,,,0.0,2020-03-15T01:00:00,0,2,16,24,6,12,10,12,0,0
San Diego Challenger Cup,SinglesFree,Jay  Vasquez,Nigeria,,,Brett Lorenzini,United States,,,0.0,2020-03-15T01:00:00,0,2,10,24,6,12,4,12,0,0
San Diego Challenger Cup,SinglesFree,Jose Retiz,United States,,,Raphael  Pacano,Brazil,,,0.0,2020-03-15T01:00:00,2,1,31,25,12,5,7,12,12,8
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Federico  Verlicchi,Italy,,,0.0,2020-03-15T01:00:00,2,0,24,5,12,2,12,3,0,0
San Diego Challenger Cup,SinglesFree,Jay  Vasquez,Nigeria,,,Federico  Verlicchi,Italy,,,0.0,2020-03-15T01:00:00,0,2,11,24,3,12,8,12,0,0
San Diego Challenger Cup,SinglesFree,Brett Lorenzini,United States,,,Raphael  Pacano,Brazil,,,0.0,2020-03-15T01:00:00,0,2,15,24,4,12,11,12,0,0
San Diego Challenger Cup,SinglesFree,Jose Retiz,United States,,,Jay  Vasquez,Nigeria,,,0.0,2020-03-15T01:00:00,2,0,24,13,12,8,12,5,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Raphael  Pacano,Brazil,,,0.0,2020-03-15T01:00:00,2,0,24,8,12,5,12,3,0,0
San Diego Challenger Cup,SinglesFree,Brett Lorenzini,United States,,,Federico  Verlicchi,Italy,,,0.0,2020-03-15T01:00:00,0,2,8,24,4,12,4,12,0,0
San Diego Challenger Cup,SinglesFree,Mason  Ward,United States,,,Polly Marino,United States,,,0.0,2020-03-15T01:00:00,0,2,5,24,2,12,3,12,0,0
San Diego Challenger Cup,SinglesFree,Dmytro Stasyshen,Ukraine,,,Andres Berriel,Uruguay,,,0.0,2020-03-15T01:00:00,0,2,15,24,11,12,4,12,0,0
San Diego Challenger Cup,SinglesFree,Dmytro Stasyshen,Ukraine,,,Polly Marino,United States,,,0.0,2020-03-15T01:00:00,2,0,24,8,12,4,12,4,0,0
San Diego Challenger Cup,SinglesFree,Nancy Avesyan,United States,,,Andres Berriel,Uruguay,,,0.0,2020-03-15T01:00:00,0,2,16,24,7,12,9,12,0,0
San Diego Challenger Cup,SinglesFree,Nancy Avesyan,United States,,,Dmytro Stasyshen,Ukraine,,,0.0,2020-03-15T01:00:00,0,2,8,24,7,12,1,12,0,0
San Diego Challenger Cup,SinglesFree,Mason  Ward,United States,,,Andres Berriel,Uruguay,,,0.0,2020-03-15T01:00:00,0,2,6,24,5,12,1,12,0,0
San Diego Challenger Cup,SinglesFree,Nancy Avesyan,United States,,,Mason  Ward,United States,,,0.0,2020-03-15T01:00:00,2,0,24,5,12,2,12,3,0,0
San Diego Challenger Cup,SinglesFree,Andres Berriel,Uruguay,,,Polly Marino,United States,,,0.0,2020-03-15T01:00:00,2,0,24,5,12,2,12,3,0,0
San Diego Challenger Cup,SinglesFree,Mason  Ward,United States,,,Dmytro Stasyshen,Ukraine,,,0.0,2020-03-15T01:00:00,0,2,6,24,1,12,5,12,0,0
San Diego Challenger Cup,SinglesFree,Nancy Avesyan,United States,,,Polly Marino,United States,,,0.0,2020-03-15T01:00:00,2,0,24,5,12,2,12,3,0,0
San Diego Challenger Cup,SinglesFree,Oscar Reyes,United States,,,Polly Marino,United States,,,1.0,2020-03-15T01:00:00,2,0,24,10,12,4,12,6,0,0
San Diego Challenger Cup,SinglesFree,Zoran Kazi,Hungary,,,Daniel Gaspar,Brazil,,,1.0,2020-03-15T01:00:00,0,2,13,24,6,12,7,12,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Dmytro Stasyshen,Ukraine,,,1.0,2020-03-15T01:00:00,2,0,24,9,12,3,12,6,0,0
San Diego Challenger Cup,SinglesFree,Nancy Avesyan,United States,,,Nunno Pacano,Brazil,,,1.0,2020-03-15T01:00:00,2,0,24,14,12,7,12,7,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Federico  Verlicchi,Italy,,,1.0,2020-03-15T01:00:00,2,0,24,18,12,11,12,7,0,0
San Diego Challenger Cup,SinglesFree,Mirko Trapletti,Italy,,,Andres Berriel,Uruguay,,,1.0,2020-03-15T01:00:00,0,2,7,24,3,12,4,12,0,0
San Diego Challenger Cup,SinglesFree,Daniel Smith,United States,,,Jose Retiz,United States,,,1.0,2020-03-15T01:00:00,0,2,7,24,3,12,4,12,0,0
San Diego Challenger Cup,SinglesFree,Raphael  Pacano,Brazil,,,Joao Barreto,Brazil,,,1.0,2020-03-15T01:00:00,0,2,17,24,10,12,7,12,0,0
San Diego Challenger Cup,SinglesFree,Oscar Reyes,United States,,,Daniel Gaspar,Brazil,,,1.0,2020-03-15T01:00:00,2,1,33,23,9,12,12,9,12,2
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Nancy Avesyan,United States,,,1.0,2020-03-15T01:00:00,2,0,24,9,12,6,12,3,0,0
San Diego Challenger Cup,SinglesFree,Carolyn Greco,United States,,,Andres Berriel,Uruguay,,,1.0,2020-03-15T01:00:00,1,2,31,35,10,12,12,11,9,12
San Diego Challenger Cup,SinglesFree,Jose Retiz,United States,,,Joao Barreto,Brazil,,,1.0,2020-03-15T01:00:00,1,2,34,28,11,12,12,3,11,13
San Diego Challenger Cup,SinglesFree,Oscar Reyes,United States,,,Frankie Diaz,United States,,,1.0,2020-03-15T01:00:00,2,1,35,35,9,12,12,11,14,12
San Diego Challenger Cup,SinglesFree,Andres Berriel,Uruguay,,,Joao Barreto,Brazil,,,1.0,2020-03-15T01:00:00,2,0,24,20,12,11,12,9,0,0
San Diego Challenger Cup,SinglesFree,Frankie Diaz,United States,,,Joao Barreto,Brazil,,,1.0,2020-03-15T01:00:00,2,0,24,7,12,2,12,5,0,0
San Diego Challenger Cup,SinglesFree,Oscar Reyes,United States,,,Andres Berriel,Uruguay,,,1.0,2020-03-15T01:00:00,1,2,33,36,12,11,10,12,11,13
Eger Beach Challenger Cup 2020,SinglesFree,Zsanett Janicsek,Hungary,,,Zoltan Nagy,Hungary,,,0.0,2020-08-14T09:00:00,2,0,24,9,12,3,12,6,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Zsanett Janicsek,Hungary,,,Martin Csereklye,Hungary,,,0.0,2020-08-14T10:00:00,0,2,12,24,5,12,7,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Martin Csereklye,Hungary,,,Zoltan Nagy,Hungary,,,0.0,2020-08-14T11:15:00,2,0,24,12,12,3,12,9,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Adam Blazsovics,Hungary,,,Bence Forgacs,Hungary,,,0.0,2020-08-14T09:00:00,2,0,24,18,12,9,12,9,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Adam Blazsovics,Hungary,,,Balazs Imreh,Hungary,,,0.0,2020-08-14T10:15:00,2,0,24,10,12,5,12,5,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Balazs Imreh,Hungary,,,Bence Forgacs,Hungary,,,0.0,2020-08-14T11:15:00,0,2,12,24,3,12,9,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Csaba Banyik,Hungary,,,Barna Kovacsfi,Hungary,,,0.0,2020-08-14T09:15:00,2,0,24,16,12,10,12,6,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Krisztina Acs,Hungary,,,Daniel Farkas,Hungary,,,0.0,2020-08-14T09:14:00,1,2,30,33,12,9,9,12,9,12
Eger Beach Challenger Cup 2020,SinglesFree,Csaba Banyik,Hungary,,,Krisztina Acs,Hungary,,,0.0,2020-08-14T10:14:00,2,0,24,5,12,2,12,3,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Barna Kovacsfi,Hungary,,,Daniel Farkas,Hungary,,,0.0,2020-08-14T10:30:00,2,0,24,8,12,8,12,0,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Krisztina Acs,Hungary,,,Barna Kovacsfi,Hungary,,,0.0,2020-08-14T11:30:00,0,2,15,24,5,12,10,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Luca Horvath,Hungary,,,0.0,2020-08-14T09:30:00,2,0,24,6,12,4,12,2,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Patrik Szatmari,Hungary,,,Abel  Hegedus,Hungary,,,0.0,2020-08-14T09:30:00,2,0,24,22,12,11,12,11,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Patrik Szatmari,Hungary,,,0.0,2020-08-14T10:30:00,2,0,24,11,12,6,12,5,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Luca Horvath,Hungary,,,Abel  Hegedus,Hungary,,,0.0,2020-08-14T10:45:00,0,2,12,24,6,12,6,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Abel  Hegedus,Hungary,,,0.0,2020-08-14T11:45:00,2,0,24,7,12,4,12,3,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Patrik Szatmari,Hungary,,,Luca Horvath,Hungary,,,0.0,2020-08-14T11:45:00,2,0,24,9,12,4,12,5,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Yassine Sahli,Tunisia,,,Zalan Szegedi,Hungary,,,0.0,2020-08-14T09:45:00,2,0,24,21,12,10,12,11,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Szabolcs Ilyes,Romania,,,Fanni Haraszti,Hungary,,,0.0,2020-08-14T09:45:00,2,0,24,7,12,3,12,4,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Yassine Sahli,Tunisia,,,Szabolcs Ilyes,Romania,,,0.0,2020-08-14T10:45:00,0,2,18,24,10,12,8,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Zalan Szegedi,Hungary,,,Fanni Haraszti,Hungary,,,0.0,2020-08-14T11:00:00,2,0,24,8,12,4,12,4,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Yassine Sahli,Tunisia,,,Fanni Haraszti,Hungary,,,0.0,2020-08-14T12:00:00,2,0,24,15,12,8,12,7,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Szabolcs Ilyes,Romania,,,Zalan Szegedi,Hungary,,,0.0,2020-08-14T12:00:00,1,2,24,35,12,11,9,12,3,12
Eger Beach Challenger Cup 2020,SinglesFree,Farid Grine,Algeria,,,Boldizsar Levik,Hungary,,,0.0,2020-08-14T10:00:00,2,0,24,11,12,5,12,6,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Farid Grine,Algeria,,,Adam Bako,Hungary,,,0.0,2020-08-14T11:00:00,1,2,31,35,8,12,12,10,11,13
Eger Beach Challenger Cup 2020,SinglesFree,Adam Bako,Hungary,,,Boldizsar Levik,Hungary,,,0.0,2020-08-14T12:15:00,2,0,24,20,12,9,12,11,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Adam Blazsovics,Hungary,,,Abel  Hegedus,Hungary,,,1.0,2020-08-14T13:30:00,2,0,24,11,12,7,12,4,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Patrik Szatmari,Hungary,,,Martin Csereklye,Hungary,,,1.0,2020-08-14T13:30:00,1,2,27,33,5,12,12,9,10,12
Eger Beach Challenger Cup 2020,SinglesFree,Barna Kovacsfi,Hungary,,,Farid Grine,Algeria,,,1.0,2020-08-14T14:00:00,0,2,14,24,6,12,8,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Boldizsar Levik,Hungary,,,Szabolcs Ilyes,Romania,,,1.0,2020-08-14T14:00:00,0,2,13,24,7,12,6,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Zalan Szegedi,Hungary,,,1.0,2020-08-14T14:30:00,2,0,24,12,12,10,12,2,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Zsanett Janicsek,Hungary,,,Bence Forgacs,Hungary,,,1.0,2020-08-14T14:30:00,0,2,16,24,9,12,7,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Adam Bako,Hungary,,,Yassine Sahli,Tunisia,,,1.0,2020-08-14T15:00:00,2,0,24,15,12,6,12,9,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Balazs Imreh,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-14T15:00:00,0,2,7,24,3,12,4,12,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Adam Blazsovics,Hungary,,,Martin Csereklye,Hungary,,,1.0,2020-08-14T15:30:00,1,2,31,32,12,7,8,12,11,13
Eger Beach Challenger Cup 2020,SinglesFree,Farid Grine,Algeria,,,Szabolcs Ilyes,Romania,,,1.0,2020-08-14T15:30:00,2,0,24,15,12,6,12,9,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Bence Forgacs,Hungary,,,1.0,2020-08-14T16:00:00,2,1,33,33,12,10,8,12,13,11
Eger Beach Challenger Cup 2020,SinglesFree,Adam Bako,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-14T16:00:00,2,0,24,20,12,10,12,10,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Martin Csereklye,Hungary,,,Farid Grine,Algeria,,,1.0,2020-08-14T16:30:00,2,0,24,19,12,11,12,8,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Apor Gyorgydeak,Romania,,,Adam Bako,Hungary,,,1.0,2020-08-14T16:30:00,2,0,24,13,12,8,12,5,0,0
Eger Beach Challenger Cup 2020,SinglesFree,Farid Grine,Algeria,,,Adam Bako,Hungary,,,1.0,2020-08-14T17:00:00,1,2,29,32,12,8,9,12,8,12
Eger Beach Challenger Cup 2020,SinglesFree,Martin Csereklye,Hungary,,,Apor Gyorgydeak,Romania,,,1.0,2020-08-14T17:30:00,0,2,21,24,10,12,11,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Andras Tasko,Hungary,,,0.0,2020-08-29T10:00:00,2,0,24,5,12,2,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Zsanett Janicsek,Hungary,,,0.0,2020-08-29T11:15:00,2,0,24,4,12,1,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Zsanett Janicsek,Hungary,,,Andras Tasko,Hungary,,,0.0,2020-08-29T12:55:00,0,2,16,24,9,12,7,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Csaba Banyik,Hungary,,,Zoltan Nagy,Hungary,,,0.0,2020-08-29T10:00:00,2,0,24,9,12,6,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Bence Forgacs,Hungary,,,Boldizsar Levik,Hungary,,,0.0,2020-08-29T10:00:00,2,0,24,12,12,5,12,7,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Csaba Banyik,Hungary,,,Bence Forgacs,Hungary,,,0.0,2020-08-29T11:40:00,2,0,24,10,12,2,12,8,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Zoltan Nagy,Hungary,,,Boldizsar Levik,Hungary,,,0.0,2020-08-29T11:40:00,0,2,11,24,4,12,7,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Csaba Banyik,Hungary,,,Boldizsar Levik,Hungary,,,0.0,2020-08-29T12:55:00,2,0,24,12,12,6,12,6,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Bence Forgacs,Hungary,,,Zoltan Nagy,Hungary,,,0.0,2020-08-29T13:20:00,2,0,24,9,12,5,12,4,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Martin Csereklye,Hungary,,,Gergo Szanto,Hungary,,,0.0,2020-08-29T10:25:00,2,0,24,6,12,3,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,David Istvan  Kalmar,Hungary,,,Daniel Farkas,Hungary,,,0.0,2020-08-29T10:25:00,2,0,24,10,12,2,12,8,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Martin Csereklye,Hungary,,,David Istvan  Kalmar,Hungary,,,0.0,2020-08-29T11:40:00,2,1,32,28,8,12,12,7,12,9
Hungarian Challenger Series - Round 1,SinglesFree,Gergo Szanto,Hungary,,,Daniel Farkas,Hungary,,,0.0,2020-08-29T12:05:00,2,0,24,22,12,11,12,11,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Martin Csereklye,Hungary,,,Daniel Farkas,Hungary,,,0.0,2020-08-29T13:20:00,2,0,24,11,12,4,12,7,0,0
Hungarian Challenger Series - Round 1,SinglesFree,David Istvan  Kalmar,Hungary,,,Gergo Szanto,Hungary,,,0.0,2020-08-29T13:20:00,2,1,35,26,11,12,12,10,12,4
Hungarian Challenger Series - Round 1,SinglesFree,Arpad Sipos,Hungary,,,Adam Toronyi,Hungary,,,0.0,2020-08-29T10:25:00,2,0,24,7,12,3,12,4,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Zalan Szegedi,Hungary,,,Barna Kovacsfi,Hungary,,,0.0,2020-08-29T10:50:00,0,2,11,24,8,12,3,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Arpad Sipos,Hungary,,,Zalan Szegedi,Hungary,,,0.0,2020-08-29T12:05:00,2,0,24,13,12,3,12,10,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Toronyi,Hungary,,,Barna Kovacsfi,Hungary,,,0.0,2020-08-29T12:05:00,0,2,6,24,3,12,3,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Arpad Sipos,Hungary,,,Barna Kovacsfi,Hungary,,,0.0,2020-08-29T13:45:00,2,0,24,12,12,6,12,6,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Zalan Szegedi,Hungary,,,Adam Toronyi,Hungary,,,0.0,2020-08-29T13:45:00,2,0,24,6,12,2,12,4,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Balazs Katz,Hungary,,,Sandor Berko,Hungary,,,0.0,2020-08-29T10:50:00,2,0,24,4,12,2,12,2,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Bako,Hungary,,,Abel  Hegedus,Hungary,,,0.0,2020-08-29T10:50:00,2,0,24,16,12,7,12,9,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Balazs Katz,Hungary,,,Adam Bako,Hungary,,,0.0,2020-08-29T12:30:00,0,2,17,24,8,12,9,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Sandor Berko,Hungary,,,Abel  Hegedus,Hungary,,,0.0,2020-08-29T12:30:00,0,2,5,24,2,12,3,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Balazs Katz,Hungary,,,Abel  Hegedus,Hungary,,,0.0,2020-08-29T13:45:00,2,0,24,10,12,8,12,2,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Bako,Hungary,,,Sandor Berko,Hungary,,,0.0,2020-08-29T14:10:00,2,0,24,5,12,4,12,1,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Patrik Szatmari,Hungary,,,Peter Borbely,Hungary,,,0.0,2020-08-29T11:15:00,2,0,24,8,12,5,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Zsombor Bene,Hungary,,,Matyas Odnoga,Hungary,,,0.0,2020-08-29T11:15:00,2,0,24,9,12,4,12,5,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Patrik Szatmari,Hungary,,,Zsombor Bene,Hungary,,,0.0,2020-08-29T12:30:00,2,0,24,9,12,4,12,5,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Peter Borbely,Hungary,,,Matyas Odnoga,Hungary,,,0.0,2020-08-29T12:55:00,0,2,11,24,2,12,9,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Patrik Szatmari,Hungary,,,Matyas Odnoga,Hungary,,,0.0,2020-08-29T14:10:00,2,1,35,31,11,12,12,10,12,9
Hungarian Challenger Series - Round 1,SinglesFree,Zsombor Bene,Hungary,,,Peter Borbely,Hungary,,,0.0,2020-08-29T14:10:00,2,0,24,5,12,3,12,2,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Matyas Odnoga,Hungary,,,1.0,2020-08-29T16:00:00,2,0,24,13,12,10,12,3,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Bence Forgacs,Hungary,,,Zsombor Bene,Hungary,,,1.0,2020-08-29T16:00:00,2,0,24,22,12,11,12,11,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Barna Kovacsfi,Hungary,,,Balazs Katz,Hungary,,,1.0,2020-08-29T16:00:00,1,2,28,32,12,8,6,12,10,12
Hungarian Challenger Series - Round 1,SinglesFree,Zalan Szegedi,Hungary,,,Martin Csereklye,Hungary,,,1.0,2020-08-29T16:30:00,2,1,33,31,12,11,9,12,12,8
Hungarian Challenger Series - Round 1,SinglesFree,Arpad Sipos,Hungary,,,Gergo Szanto,Hungary,,,1.0,2020-08-29T16:30:00,2,0,24,3,12,2,12,1,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Andras Tasko,Hungary,,,Adam Bako,Hungary,,,1.0,2020-08-29T16:30:00,0,2,10,24,7,12,3,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Abel  Hegedus,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-29T17:00:00,0,2,17,24,8,12,9,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Bence Forgacs,Hungary,,,1.0,2020-08-29T17:00:00,2,0,24,11,12,5,12,6,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Balazs Katz,Hungary,,,Zalan Szegedi,Hungary,,,1.0,2020-08-29T17:30:00,2,1,33,25,12,4,9,12,12,9
Hungarian Challenger Series - Round 1,SinglesFree,Arpad Sipos,Hungary,,,Adam Bako,Hungary,,,1.0,2020-08-29T17:30:00,0,2,11,24,4,12,7,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Patrik Szatmari,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-29T17:30:00,0,2,12,24,7,12,5,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Balazs Katz,Hungary,,,1.0,2020-08-29T18:00:00,2,0,24,14,12,6,12,8,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Bako,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-29T18:00:00,0,2,20,24,11,12,9,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Balazs Katz,Hungary,,,Adam Bako,Hungary,,,1.0,2020-08-29T18:30:00,0,2,13,24,4,12,9,12,0,0
Hungarian Challenger Series - Round 1,SinglesFree,Adam Blazsovics,Hungary,,,Csaba Banyik,Hungary,,,1.0,2020-08-29T19:00:00,2,1,32,27,12,6,8,12,12,9
Hungarian Challenger Series - Round 1,DoublesFree,Adam Blazsovics,Hungary,Csaba Banyik,Hungary,Balazs Katz,Hungary,Zalan Szegedi,Hungary,0.0,2020-08-30T10:00:00,2,0,24,14,12,9,12,5,0,0
Hungarian Challenger Series - Round 1,DoublesFree,Adam Blazsovics,Hungary,Csaba Banyik,Hungary,Adam Toronyi,Hungary,Gergo Szanto,Hungary,0.0,2020-08-30T10:50:00,2,0,24,7,12,6,12,1,0,0
Hungarian Challenger Series - Round 1,DoublesFree,Adam Toronyi,Hungary,Gergo Szanto,Hungary,Balazs Katz,Hungary,Zalan Szegedi,Hungary,0.0,2020-08-30T11:40:00,0,2,11,24,5,12,6,12,0,0
Hungarian Challenger Series - Round 1,DoublesFree,Adam Bako,Hungary,Soma Fordos,Hungary,Abel  Hegedus,Hungary,Barna Kovacsfi,Hungary,0.0,2020-08-30T10:25:00,2,0,24,10,12,2,12,8,0,0
Hungarian Challenger Series - Round 1,DoublesFree,David Istvan  Kalmar,Hungary,Patrik Szatmari,Hungary,Akos Kovacs,Hungary,Tamas Kovacs,Hungary,0.0,2020-08-30T10:25:00,2,0,24,15,12,8,12,7,0,0
Hungarian Challenger Series - Round 1,DoublesFree,Adam Bako,Hungary,Soma Fordos,Hungary,David Istvan  Kalmar,Hungary,David Szatmari,Hungary,0.0,2020-08-30T11:15:00,2,0,24,13,12,4,12,9,0,0
